registro;;;uo;;numero_empenho;;data_nap;numero_nap;valor_item_empenho;
10;41593;1;1123;1;6132;19052023;20122023;39687;120666,88;29703905668
11;41593;2500000;1001;120666,88;;;;;;
10;41606;1;1131;1;11304;21092023;21122023;39692;105073,34;1463827652
11;41606;1600000;3110;105073,34;;;;;;
10;41602;1;1041;1;15265;20122023;21122023;39693;1796,54;7080739640
11;41602;1501000;0;1796,54;;;;;;
10;41603;1;1251;1;15264;20122023;21122023;39696;377034,12;6955551620
11;41603;1500000;0;377034,12;;;;;;
10;41604;1;1041;1;15266;20122023;21122023;39697;788,64;7080739640
11;41604;1501000;0;788,64;;;;;;
10;41605;1;1031;1;15267;21122023;21122023;39699;1100,00;8498073600
11;41605;2500000;0;1100;;;;;;
10;41607;1;1123;1;15119;15122023;21122023;39702;17300,00;29703905668
11;41607;2500000;0;17300;;;;;;
10;41611;1;1131;1;15269;21122023;21122023;39729;4375,14;1463827652
11;41611;1500000;0;4375,14;;;;;;
10;41610;1;1131;1;15268;21122023;21122023;39729;29324,37;1463827652
11;41610;1500000;0;29324,37;;;;;;
10;41609;1;1131;1;8745;18072023;21122023;39729;767,74;1463827652
11;41609;1500000;0;767,74;;;;;;
10;41608;1;1131;1;1748;24012023;21122023;39729;3288,84;1463827652
11;41608;1500000;0;3288,84;;;;;;
10;41838;1;1131;1;11304;21092023;21122023;39730;64143,13;1463827652
11;41838;1600000;3110;64143,13;;;;;;
10;41613;1;1131;1;9277;4082023;21122023;39733;769,60;1463827652
11;41613;1500000;0;769,6;;;;;;
10;41614;1;1131;1;15270;21122023;21122023;39733;6624,40;1463827652
11;41614;1500000;0;6624,4;;;;;;
10;41615;1;1131;1;15272;21122023;21122023;39733;13076,59;1463827652
11;41615;1500000;0;13076,59;;;;;;
10;41616;1;1131;1;15207;20122023;21122023;39734;12008,07;1463827652
11;41616;2621000;0;12008,07;;;;;;
10;41620;1;1131;1;13494;10112023;21122023;39735;14700,00;1463827652
11;41620;1600000;0;14700;;;;;;
10;41630;1;1131;1;15199;20122023;21122023;39736;3947019,31;1463827652
11;41630;1621000;0;3947019,31;;;;;;
10;41622;1;1131;1;13453;9112023;21122023;39738;14900,00;1463827652
11;41622;1500000;1002;14900;;;;;;
10;41623;1;1123;1;15276;21122023;21122023;39740;25009,31;29703905668
11;41623;1500000;0;25009,31;;;;;;
10;41624;1;1081;1;8055;26062023;21122023;39741;10000,00;67340504672
11;41624;1500000;0;10000;;;;;;
10;41625;1;1123;1;15280;21122023;21122023;39742;133044,08;29703905668
11;41625;2500000;0;133044,08;;;;;;
10;41628;1;1131;1;15282;21122023;21122023;39743;191331,57;1463827652
11;41628;1500000;1002;191331,57;;;;;;
10;41631;1;1131;1;9531;9082023;21122023;39744;7340,00;1463827652
11;41631;1500000;1002;7340;;;;;;
10;41644;1;1123;1;15286;21122023;21122023;39745;1954,99;29703905668
11;41644;1500000;1001;1954,99;;;;;;
10;41645;1;1131;1;13593;13112023;21122023;39747;90000,00;1463827652
11;41645;1600000;0;90000;;;;;;
10;41693;1;1131;1;15288;21122023;21122023;39749;236507,84;1463827652
11;41693;1500000;1002;236507,84;;;;;;
10;41353;1;1131;1;8833;19072023;20122023;39468;4015,00;1463827652
11;41353;1600000;0;4015;;;;;;
10;41691;1;1131;1;15285;21122023;21122023;39749;312847,30;1463827652
11;41691;1500000;1002;312847,3;;;;;;
10;41692;1;1131;1;15287;21122023;21122023;39749;70109,00;1463827652
11;41692;1500000;1002;70109;;;;;;
10;41684;1;1131;1;15271;21122023;21122023;39749;520013,28;1463827652
11;41684;1500000;1002;520013,28;;;;;;
10;41683;1;1131;1;14242;24112023;21122023;39749;16543,61;1463827652
11;41683;1500000;1002;16543,61;;;;;;
10;41682;1;1131;1;14240;24112023;21122023;39749;172,35;1463827652
11;41682;1500000;1002;172,35;;;;;;
10;41689;1;1131;1;15281;21122023;21122023;39749;0,02;1463827652
11;41689;1500000;1002;0,02;;;;;;
10;41688;1;1131;1;15279;21122023;21122023;39749;3512,17;1463827652
11;41688;1500000;1002;3512,17;;;;;;
10;41685;1;1131;1;15273;21122023;21122023;39749;1788,56;1463827652
11;41685;1500000;1002;1788,56;;;;;;
10;41686;1;1131;1;15275;21122023;21122023;39749;38278,58;1463827652
11;41686;1500000;1002;38278,58;;;;;;
10;41687;1;1131;1;15278;21122023;21122023;39749;5128151,82;1463827652
11;41687;1500000;1002;5128151,82;;;;;;
10;41679;1;1131;1;11470;22092023;21122023;39749;1424,29;1463827652
11;41679;1500000;1002;1424,29;;;;;;
10;41680;1;1131;1;12717;20102023;21122023;39749;0,07;1463827652
11;41680;1500000;1002;0,07;;;;;;
10;41681;1;1131;1;12718;20102023;21122023;39749;239,00;1463827652
11;41681;1500000;1002;239;;;;;;
10;41678;1;1131;1;10933;18092023;21122023;39749;451,40;1463827652
11;41678;1500000;1002;451,4;;;;;;
10;41677;1;1131;1;10930;18092023;21122023;39749;5751,47;1463827652
11;41677;1500000;1002;5751,47;;;;;;
10;41672;1;1131;1;1466;6012023;21122023;39749;4768,85;1463827652
11;41672;1500000;1002;4768,85;;;;;;
10;41671;1;1131;1;1026;2012023;21122023;39749;2439,06;1463827652
11;41671;1500000;1002;2439,06;;;;;;
10;41673;1;1131;1;5308;25042023;21122023;39749;540,00;1463827652
11;41673;1500000;1002;540;;;;;;
10;41674;1;1131;1;9940;21082023;21122023;39749;58646,86;1463827652
11;41674;1500000;1002;58646,86;;;;;;
10;41675;1;1131;1;10919;18092023;21122023;39749;6122,36;1463827652
11;41675;1500000;1002;6122,36;;;;;;
10;41676;1;1131;1;10922;18092023;21122023;39749;62680,43;1463827652
11;41676;1500000;1002;62680,43;;;;;;
10;41669;1;1123;1;15289;21122023;21122023;39750;205480,64;29703905668
11;41669;1500000;1001;205480,64;;;;;;
10;41701;1;1151;1;4634;30032023;21122023;39751;96,62;18606121649
11;41701;1500000;0;96,62;;;;;;
10;41697;1;1131;1;9287;4082023;21122023;39752;2094,16;1463827652
11;41697;1500000;1002;2094,16;;;;;;
10;41698;1;1131;1;15290;21122023;21122023;39752;37205,84;1463827652
11;41698;1500000;1002;37205,84;;;;;;
10;41699;1;1131;1;9243;3082023;21122023;39752;632,20;1463827652
11;41699;1500000;1002;632,2;;;;;;
10;41700;1;1151;1;4634;30032023;21122023;39753;96,62;18606121649
11;41700;1500000;0;96,62;;;;;;
10;41703;1;1131;1;15292;21122023;21122023;39808;3224,10;1463827652
11;41703;1500000;1002;3224,1;;;;;;
10;41702;1;1131;1;9288;4082023;21122023;39808;2330,00;1463827652
11;41702;1500000;1002;2330;;;;;;
10;41704;1;1151;1;11805;27092023;21122023;39809;74530,77;18606121649
11;41704;2754000;0;74530,77;;;;;;
10;41705;1;1131;1;15293;21122023;21122023;39812;20140,00;1463827652
11;41705;1500000;1002;20140;;;;;;
10;41706;1;1131;1;15226;20122023;21122023;39813;1072,54;1463827652
11;41706;2621000;0;1072,54;;;;;;
10;41707;1;1131;1;15225;20122023;21122023;39814;1020522,37;1463827652
11;41707;2621000;0;1020522,37;;;;;;
10;41708;1;1131;1;15228;20122023;21122023;39815;177909,48;1463827652
11;41708;2621000;0;177909,48;;;;;;
10;41709;1;1131;1;15229;20122023;21122023;39816;831287,28;1463827652
11;41709;2621000;0;831287,28;;;;;;
10;41710;1;1131;1;15234;20122023;21122023;39817;5370,00;1463827652
11;41710;2621000;0;5370;;;;;;
10;41711;1;1131;1;14371;27112023;21122023;39818;18020,79;1463827652
11;41711;1500000;1002;18020,79;;;;;;
10;41712;1;1131;1;15297;21122023;21122023;39818;87913,27;1463827652
11;41712;1500000;1002;87913,27;;;;;;
10;41713;1;1151;1;10888;18092023;21122023;39820;119126,86;18606121649
11;41713;1754000;0;119126,86;;;;;;
10;42386;1;1201;1;12179;4102023;21122023;39825;11799,92;70966290682
11;42386;2500000;0;11799,92;;;;;;
10;41716;1;1111;1;13120;26102023;21122023;39830;900,83;31196098620
11;41716;1500000;0;900,83;;;;;;
10;41717;1;1171;1;13123;26102023;21122023;39830;4630,40;31196098620
11;41717;1500000;0;4630,4;;;;;;
10;41718;1;1181;1;13124;26102023;21122023;39830;795,03;31196098620
11;41718;1500000;0;795,03;;;;;;
10;41719;1;1211;1;13126;26102023;21122023;39830;278,12;31196098620
11;41719;1500000;0;278,12;;;;;;
10;41720;1;1141;1;14132;24112023;21122023;39830;382,53;31196098620
11;41720;1500000;0;382,53;;;;;;
10;41721;1;1171;1;14138;24112023;21122023;39830;204,13;31196098620
11;41721;1500000;0;204,13;;;;;;
10;41722;1;1181;1;14152;24112023;21122023;39830;31,04;31196098620
11;41722;1500000;0;31,04;;;;;;
10;41723;1;1071;1;15302;21122023;21122023;39830;6353,45;31196098620
11;41723;1500000;0;6353,45;;;;;;
10;41724;1;1101;1;15305;21122023;21122023;39830;5245,23;31196098620
11;41724;1500000;0;5245,23;;;;;;
10;41725;1;1101;1;15308;21122023;21122023;39830;17848,87;31196098620
11;41725;1500000;0;17848,87;;;;;;
10;41726;1;1111;1;15310;21122023;21122023;39830;1806,57;31196098620
11;41726;1500000;0;1806,57;;;;;;
10;41727;1;1141;1;15313;21122023;21122023;39830;4725,25;31196098620
11;41727;1500000;0;4725,25;;;;;;
10;41728;1;1171;1;15315;21122023;21122023;39830;1807,99;31196098620
11;41728;1500000;0;1807,99;;;;;;
10;41729;1;1171;1;15316;21122023;21122023;39830;7171,40;31196098620
11;41729;1500000;0;7171,4;;;;;;
10;41730;1;1181;1;15318;21122023;21122023;39830;6522,14;31196098620
11;41730;1500000;0;6522,14;;;;;;
10;41731;1;1181;1;15320;21122023;21122023;39830;2961,00;31196098620
11;41731;1500000;0;2961;;;;;;
10;41732;1;1211;1;15323;21122023;21122023;39830;11936,35;31196098620
11;41732;1500000;0;11936,35;;;;;;
10;41733;1;1031;1;15326;21122023;21122023;39830;2360,16;31196098620
11;41733;1500000;0;2360,16;;;;;;
10;41777;1;1131;1;15294;21122023;21122023;39835;250215,74;1463827652
11;41777;1500000;1002;250215,74;;;;;;
10;41781;1;1131;1;15306;21122023;21122023;39835;766879,30;1463827652
11;41781;1500000;1002;766879,3;;;;;;
10;41467;1;1131;1;15246;20122023;20122023;39590;3236,62;1463827652
11;41467;1500000;1002;3236,62;;;;;;
10;41779;1;1131;1;15298;21122023;21122023;39835;1770,12;1463827652
11;41779;1500000;1002;1770,12;;;;;;
10;41780;1;1131;1;15299;21122023;21122023;39835;327992,50;1463827652
11;41780;1500000;1002;327992,5;;;;;;
10;41782;1;1131;1;15309;21122023;21122023;39835;16456,16;1463827652
11;41782;1500000;1002;16456,16;;;;;;
10;41783;1;1131;1;15317;21122023;21122023;39835;3415,61;1463827652
11;41783;1500000;1002;3415,61;;;;;;
10;41784;1;1131;1;15322;21122023;21122023;39835;76476,31;1463827652
11;41784;1500000;1002;76476,31;;;;;;
10;41785;1;1131;1;15324;21122023;21122023;39835;55704,66;1463827652
11;41785;1500000;1002;55704,66;;;;;;
10;41786;1;1131;1;15325;21122023;21122023;39835;12752,68;1463827652
11;41786;1500000;1002;12752,68;;;;;;
10;41787;1;1131;1;15328;21122023;21122023;39835;5455,00;1463827652
11;41787;1500000;1002;5455;;;;;;
10;41764;1;1131;1;829;2012023;21122023;39835;1830,22;1463827652
11;41764;1500000;1002;1830,22;;;;;;
10;41765;1;1131;1;839;2012023;21122023;39835;6335,14;1463827652
11;41765;1500000;1002;6335,14;;;;;;
10;41766;1;1131;1;2630;16022023;21122023;39835;899,32;1463827652
11;41766;1500000;1002;899,32;;;;;;
10;41767;1;1131;1;8716;18072023;21122023;39835;584,58;1463827652
11;41767;1500000;1002;584,58;;;;;;
10;41768;1;1131;1;8717;18072023;21122023;39835;9310,71;1463827652
11;41768;1500000;1002;9310,71;;;;;;
10;41769;1;1131;1;9243;3082023;21122023;39835;1415,80;1463827652
11;41769;1500000;1002;1415,8;;;;;;
10;41770;1;1131;1;9466;8082023;21122023;39835;200,00;1463827652
11;41770;1500000;1002;200;;;;;;
10;41771;1;1131;1;10820;15092023;21122023;39835;10000,00;1463827652
11;41771;1500000;1002;10000;;;;;;
10;41772;1;1131;1;10822;15092023;21122023;39835;1157,88;1463827652
11;41772;1500000;1002;1157,88;;;;;;
10;41773;1;1131;1;10828;15092023;21122023;39835;1245,00;1463827652
11;41773;1500000;1002;1245;;;;;;
10;41774;1;1131;1;11376;22092023;21122023;39835;4080,02;1463827652
11;41774;1500000;1002;4080,02;;;;;;
10;41775;1;1131;1;11443;22092023;21122023;39835;5041,47;1463827652
11;41775;1500000;1002;5041,47;;;;;;
10;41776;1;1131;1;14226;24112023;21122023;39835;8619,17;1463827652
11;41776;1500000;1002;8619,17;;;;;;
10;41759;1;1131;1;10882;18092023;21122023;39836;13971,57;1463827652
11;41759;1500000;1002;13971,57;;;;;;
10;41760;1;1131;1;15327;21122023;21122023;39836;206296,26;1463827652
11;41760;1500000;1002;206296,26;;;;;;
10;41761;1;1131;1;15330;21122023;21122023;39836;1228,20;1463827652
11;41761;1500000;1002;1228,2;;;;;;
10;41762;1;1081;1;11219;21092023;21122023;39837;2189457,34;67340504672
11;41762;1500000;0;2189457,34;;;;;;
10;41763;1;1131;1;12249;6102023;21122023;39838;135163,07;1463827652
11;41763;2500000;1002;135163,07;;;;;;
10;43210;1;1061;1;12998;25102023;26122023;39864;59,97;31196098620
11;43210;1500000;0;59,97;;;;;;
10;43211;1;1081;1;13001;25102023;26122023;39864;8510,51;31196098620
11;43211;1500000;0;8510,51;;;;;;
10;43212;1;1091;1;13006;25102023;26122023;39864;4799,99;31196098620
11;43212;1500000;0;4799,99;;;;;;
10;43213;1;1101;1;13009;25102023;26122023;39864;3036,65;31196098620
11;43213;1500000;0;3036,65;;;;;;
10;43214;1;1141;1;13015;25102023;26122023;39864;7046,64;31196098620
11;43214;1500000;0;7046,64;;;;;;
10;43215;1;1151;1;13018;25102023;26122023;39864;5746,72;31196098620
11;43215;1500000;0;5746,72;;;;;;
10;43216;1;1171;1;13020;25102023;26122023;39864;13229,34;31196098620
11;43216;1500000;0;13229,34;;;;;;
10;43217;1;1181;1;13022;25102023;26122023;39864;86,64;31196098620
11;43217;1500000;0;86,64;;;;;;
10;43218;1;1201;1;13024;25102023;26122023;39864;200,01;31196098620
11;43218;1500000;0;200,01;;;;;;
10;43219;1;1211;1;13025;25102023;26122023;39864;799,99;31196098620
11;43219;1500000;0;799,99;;;;;;
10;43220;1;1241;1;13027;25102023;26122023;39864;6000,00;31196098620
11;43220;1500000;0;6000;;;;;;
10;43221;1;1021;1;14164;24112023;26122023;39864;1113,33;31196098620
11;43221;1500000;0;1113,33;;;;;;
10;43222;1;1071;1;14174;24112023;26122023;39864;11673,35;31196098620
11;43222;1500000;0;11673,35;;;;;;
10;43223;1;1251;1;15339;21122023;26122023;39864;9133,37;31196098620
11;43223;1500000;0;9133,37;;;;;;
10;43224;1;1021;1;15340;21122023;26122023;39864;20446,66;31196098620
11;43224;1500000;0;20446,66;;;;;;
10;43225;1;1041;1;15341;21122023;26122023;39864;29553,34;31196098620
11;43225;1500000;0;29553,34;;;;;;
10;43226;1;1051;1;15342;21122023;26122023;39864;9933,37;31196098620
11;43226;1500000;0;9933,37;;;;;;
10;43227;1;1061;1;15343;21122023;26122023;39864;19166,70;31196098620
11;43227;1500000;0;19166,7;;;;;;
10;43228;1;1071;1;15344;21122023;26122023;39864;74059,96;31196098620
11;43228;1500000;0;74059,96;;;;;;
10;43229;1;1081;1;15345;21122023;26122023;39864;36089,50;31196098620
11;43229;1500000;0;36089,5;;;;;;
10;43230;1;1091;1;15346;21122023;26122023;39864;2146,68;31196098620
11;43230;1500000;0;2146,68;;;;;;
10;43231;1;1101;1;15347;21122023;26122023;39864;71056,67;31196098620
11;43231;1500000;0;71056,67;;;;;;
10;43232;1;1141;1;15349;21122023;26122023;39864;3980,01;31196098620
11;43232;1500000;0;3980,01;;;;;;
10;43233;1;1151;1;15351;21122023;26122023;39864;31213,28;31196098620
11;43233;1500000;0;31213,28;;;;;;
10;43234;1;1171;1;15356;21122023;26122023;39864;144677,28;31196098620
11;43234;1500000;0;144677,28;;;;;;
10;43235;1;1181;1;15357;21122023;26122023;39864;45513,34;31196098620
11;43235;1500000;0;45513,34;;;;;;
10;43236;1;1201;1;15358;21122023;26122023;39864;11759,99;31196098620
11;43236;1500000;0;11759,99;;;;;;
10;43237;1;1211;1;15360;21122023;26122023;39864;43586,66;31196098620
11;43237;1500000;0;43586,66;;;;;;
10;43238;1;1241;1;15361;21122023;26122023;39864;12253,34;31196098620
11;43238;1500000;0;12253,34;;;;;;
10;43239;1;1031;1;15392;21122023;26122023;39864;3253,30;31196098620
11;43239;1500000;0;3253,3;;;;;;
10;43240;1;1071;1;15393;21122023;26122023;39864;3613,38;31196098620
11;43240;1500000;0;3613,38;;;;;;
10;43241;1;1111;1;15676;26122023;26122023;39864;60519,99;31196098620
11;43241;1500000;0;60519,99;;;;;;
10;43207;1;1251;1;12980;25102023;26122023;39864;3679,96;31196098620
11;43207;1500000;0;3679,96;;;;;;
10;42880;1;1021;1;14127;24112023;22122023;39865;34445,23;31196098620
11;42880;1500000;0;34445,23;;;;;;
10;41643;1;1131;1;15236;20122023;20122023;39652;10674,10;1463827652
11;41643;2621000;0;10674,1;;;;;;
10;43209;1;1051;1;12996;25102023;26122023;39864;6173,30;31196098620
11;43209;1500000;0;6173,3;;;;;;
10;42879;1;1251;1;14108;24112023;22122023;39865;4428,13;31196098620
11;42879;1500000;0;4428,13;;;;;;
10;42881;1;1071;1;14149;24112023;22122023;39865;245,47;31196098620
11;42881;1500000;0;245,47;;;;;;
10;42882;1;1051;1;14177;24112023;22122023;39865;1463,44;31196098620
11;42882;1500000;0;1463,44;;;;;;
10;42883;1;1061;1;14185;24112023;22122023;39865;3250,86;31196098620
11;42883;1500000;0;3250,86;;;;;;
10;42884;1;1061;1;14189;24112023;22122023;39865;983,45;31196098620
11;42884;1500000;0;983,45;;;;;;
10;42885;1;1211;1;14191;24112023;22122023;39865;451,20;31196098620
11;42885;1500000;0;451,2;;;;;;
10;42886;1;1071;1;14331;24112023;22122023;39865;29337,72;31196098620
11;42886;1500000;0;29337,72;;;;;;
10;42887;1;1211;1;14355;24112023;22122023;39865;69,50;31196098620
11;42887;1500000;0;69,5;;;;;;
10;42888;1;1031;1;14361;24112023;22122023;39865;17614,04;31196098620
11;42888;1500000;0;17614,04;;;;;;
10;42889;1;1041;1;14362;24112023;22122023;39865;2195,15;31196098620
11;42889;1500000;0;2195,15;;;;;;
10;42890;1;1051;1;14434;27112023;22122023;39865;4614,36;31196098620
11;42890;1500000;0;4614,36;;;;;;
10;42891;1;1101;1;14451;27112023;22122023;39865;14917,17;31196098620
11;42891;1500000;0;14917,17;;;;;;
10;42892;1;1021;1;15304;21122023;22122023;39865;341480,75;31196098620
11;42892;1500000;0;341480,75;;;;;;
10;42893;1;1021;1;15307;21122023;22122023;39865;22183,35;31196098620
11;42893;1500000;0;22183,35;;;;;;
10;42894;1;1021;1;15312;21122023;22122023;39865;40465,94;31196098620
11;42894;1500000;0;40465,94;;;;;;
10;42895;1;1021;1;15314;21122023;22122023;39865;17614,04;31196098620
11;42895;1500000;0;17614,04;;;;;;
10;42896;1;1021;1;15319;21122023;22122023;39865;24099,62;31196098620
11;42896;1500000;0;24099,62;;;;;;
10;42897;1;1021;1;15321;21122023;22122023;39865;8846,88;31196098620
11;42897;1500000;0;8846,88;;;;;;
10;42898;1;1021;1;15329;21122023;22122023;39865;528,46;31196098620
11;42898;1500000;0;528,46;;;;;;
10;42899;1;1031;1;15331;21122023;22122023;39865;7080,48;31196098620
11;42899;1500000;0;7080,48;;;;;;
10;42900;1;1031;1;15332;21122023;22122023;39865;595888,92;31196098620
11;42900;1500000;0;595888,92;;;;;;
10;42901;1;1031;1;15333;21122023;22122023;39865;107817,08;31196098620
11;42901;1500000;0;107817,08;;;;;;
10;42902;1;1031;1;15334;21122023;22122023;39865;5871,35;31196098620
11;42902;1500000;0;5871,35;;;;;;
10;42903;1;1031;1;15335;21122023;22122023;39865;6406,43;31196098620
11;42903;1500000;0;6406,43;;;;;;
10;42904;1;1031;1;15336;21122023;22122023;39865;5656,06;31196098620
11;42904;1500000;0;5656,06;;;;;;
10;42905;1;1021;1;15338;21122023;22122023;39865;14588,99;31196098620
11;42905;1500000;0;14588,99;;;;;;
10;42906;1;1041;1;15348;21122023;22122023;39865;240360,87;31196098620
11;42906;1500000;0;240360,87;;;;;;
10;42907;1;1041;1;15350;21122023;22122023;39865;511734,40;31196098620
11;42907;1500000;0;511734,4;;;;;;
10;42908;1;1041;1;15352;21122023;22122023;39865;731,72;31196098620
11;42908;1500000;0;731,72;;;;;;
10;42909;1;1041;1;15353;21122023;22122023;39865;147,86;31196098620
11;42909;1500000;0;147,86;;;;;;
10;42910;1;1041;1;15354;21122023;22122023;39865;14993,99;31196098620
11;42910;1500000;0;14993,99;;;;;;
10;42911;1;1041;1;15355;21122023;22122023;39865;37387,31;31196098620
11;42911;1500000;0;37387,31;;;;;;
10;42912;1;1051;1;15359;21122023;22122023;39865;74714,43;31196098620
11;42912;1500000;0;74714,43;;;;;;
10;42913;1;1051;1;15362;21122023;22122023;39865;274285,57;31196098620
11;42913;1500000;0;274285,57;;;;;;
10;42914;1;1061;1;15372;21122023;22122023;39865;193712,89;31196098620
11;42914;1500000;0;193712,89;;;;;;
10;42915;1;1061;1;15374;21122023;22122023;39865;62034,10;31196098620
11;42915;1500000;0;62034,1;;;;;;
10;42941;1;1091;1;15429;21122023;22122023;39865;70215,71;31196098620
11;42941;1500000;0;70215,71;;;;;;
10;42942;1;1091;1;15432;21122023;22122023;39865;17614,03;31196098620
11;42942;1500000;0;17614,03;;;;;;
10;42943;1;1091;1;15433;21122023;22122023;39865;317,08;31196098620
11;42943;1500000;0;317,08;;;;;;
10;42944;1;1091;1;15434;21122023;22122023;39865;32,27;31196098620
11;42944;1500000;0;32,27;;;;;;
10;42945;1;1101;1;15438;21122023;22122023;39865;310626,11;31196098620
11;42945;1500000;0;310626,11;;;;;;
10;42946;1;1101;1;15439;21122023;22122023;39865;875159,16;31196098620
11;42946;1500000;0;875159,16;;;;;;
10;42947;1;1101;1;15441;21122023;22122023;39865;23485,39;31196098620
11;42947;1500000;0;23485,39;;;;;;
10;42948;1;1101;1;15444;21122023;22122023;39865;3151,25;31196098620
11;42948;1500000;0;3151,25;;;;;;
10;42949;1;1101;1;15445;21122023;22122023;39865;829,28;31196098620
11;42949;1500000;0;829,28;;;;;;
10;42950;1;1101;1;15449;21122023;22122023;39865;10585,49;31196098620
11;42950;1500000;0;10585,49;;;;;;
10;42951;1;1101;1;15450;21122023;22122023;39865;44944,74;31196098620
11;42951;1500000;0;44944,74;;;;;;
10;42952;1;1101;1;15454;21122023;22122023;39865;35082,83;31196098620
11;42952;1500000;0;35082,83;;;;;;
10;42953;1;1061;1;15459;21122023;22122023;39865;364,13;31196098620
11;42953;1500000;0;364,13;;;;;;
10;42954;1;1071;1;15464;21122023;22122023;39865;2523,11;31196098620
11;42954;1500000;0;2523,11;;;;;;
10;42955;1;1101;1;15468;21122023;22122023;39865;1149,81;31196098620
11;42955;1500000;0;1149,81;;;;;;
10;42956;1;1141;1;15516;21122023;22122023;39865;114718,83;31196098620
11;42956;1500000;0;114718,83;;;;;;
10;42957;1;1141;1;15520;21122023;22122023;39865;365,86;31196098620
11;42957;1500000;0;365,86;;;;;;
10;42958;1;1141;1;15525;21122023;22122023;39865;1219,53;31196098620
11;42958;1500000;0;1219,53;;;;;;
10;42959;1;1141;1;15526;21122023;22122023;39865;3904,30;31196098620
11;42959;1500000;0;3904,3;;;;;;
10;42960;1;1151;1;15528;21122023;22122023;39865;138015,72;31196098620
11;42960;1500000;0;138015,72;;;;;;
10;42961;1;1151;1;15531;21122023;22122023;39865;319180,05;31196098620
11;42961;1500000;0;319180,05;;;;;;
10;42962;1;1151;1;15533;21122023;22122023;39865;201636,90;31196098620
11;42962;1500000;0;201636,9;;;;;;
10;42963;1;1151;1;15535;21122023;22122023;39865;170,23;31196098620
11;42963;1500000;0;170,23;;;;;;
10;41690;1;1131;1;15283;21122023;21122023;39749;280050,74;1463827652
11;41690;1500000;1002;280050,74;;;;;;
10;43391;1;1131;1;11442;22092023;27122023;40309;27149,15;1463827652
11;43391;2621000;0;27149,15;;;;;;
10;43397;1;1131;1;12466;18102023;27122023;40316;40488,00;1463827652
11;43397;1500000;1002;40488;;;;;;
10;43401;1;1131;1;13239;31102023;27122023;40321;146277,84;1463827652
11;43401;1600000;0;146277,84;;;;;;
10;43403;1;1131;1;13240;31102023;27122023;40331;15800,28;1463827652
11;43403;1500000;1002;15800,28;;;;;;
10;43406;1;1123;1;15689;27122023;27122023;40336;21198,00;29703905668
11;43406;1550000;0;21198;;;;;;
10;43413;1;1131;1;12260;6102023;27122023;40340;2094,85;1463827652
11;43413;1500000;1002;2094,85;;;;;;
10;43417;1;1031;1;15691;27122023;27122023;40342;400,00;31196098620
11;43417;2500000;0;400;;;;;;
10;43424;1;1071;1;6691;1062023;27122023;40348;730,00;31196098620
11;43424;1500000;0;730;;;;;;
10;43427;1;1131;1;13600;13112023;27122023;40352;54174,60;1463827652
11;43427;1600000;0;54174,6;;;;;;
10;43448;1;1131;1;15692;27122023;27122023;40355;641,17;1463827652
11;43448;1600000;0;641,17;;;;;;
10;43468;1;1123;1;13288;1112023;27122023;40358;174509,52;29703905668
11;43468;2500000;1001;174509,52;;;;;;
10;43466;1;1123;1;13285;1112023;27122023;40358;72108,59;29703905668
11;43466;2500000;1001;72108,59;;;;;;
10;43467;1;1123;1;13287;1112023;27122023;40358;137562,88;29703905668
11;43467;2500000;1001;137562,88;;;;;;
10;43465;1;1123;1;12370;11102023;27122023;40358;205000,00;29703905668
11;43465;2500000;1001;205000;;;;;;
10;43469;1;1123;1;13289;1112023;27122023;40358;516746,73;29703905668
11;43469;2500000;1001;516746,73;;;;;;
10;43470;1;1123;1;13372;6112023;27122023;40358;253090,44;29703905668
11;43470;2500000;1001;253090,44;;;;;;
10;43471;1;1123;1;13385;6112023;27122023;40358;435830,83;29703905668
11;43471;2500000;1001;435830,83;;;;;;
10;43472;1;1123;1;13303;1112023;27122023;40358;2990168,67;29703905668
11;43472;2500000;1001;2990168,67;;;;;;
10;43473;1;1123;1;13304;1112023;27122023;40358;242851,83;29703905668
11;43473;2500000;1001;242851,83;;;;;;
10;43440;1;1131;1;15113;15122023;27122023;40364;146569,82;1463827652
11;43440;1500000;1002;146569,82;;;;;;
10;43444;1;1131;1;9102;26072023;27122023;40368;386,14;1463827652
11;43444;1500000;1002;386,14;;;;;;
10;43445;1;1131;1;9102;26072023;27122023;40370;386,14;1463827652
11;43445;1500000;1002;386,14;;;;;;
10;43446;1;1131;1;9102;26072023;27122023;40372;386,14;1463827652
11;43446;1500000;1002;386,14;;;;;;
10;43447;1;1131;1;9102;26072023;27122023;40374;1254,95;1463827652
11;43447;1500000;1002;1254,95;;;;;;
10;43449;1;1131;1;9102;26072023;27122023;40376;868,81;1463827652
11;43449;1500000;1002;868,81;;;;;;
10;43450;1;1131;1;9102;26072023;27122023;40378;868,81;1463827652
11;43450;1500000;1002;868,81;;;;;;
10;43456;1;1201;1;15693;27122023;28122023;40382;59775,06;70966290682
11;43456;2701000;3210;59775,06;;;;;;
10;43463;1;1123;1;15694;28122023;28122023;40386;136954,76;29703905668
11;43463;1500000;1001;136954,76;;;;;;
10;43475;1;1102;1;15697;28122023;28122023;40392;500209,00;4966623685
11;43475;1660000;3110;500209;;;;;;
10;43489;1;1131;1;8242;30062023;28122023;40393;65004,21;1463827652
11;43489;1600000;0;65004,21;;;;;;
