registro;;;uo;;numero_empenho;;data_nap;numero_nap;valor_item_empenho;
11;39245;1500000;0;45011,54;;;;;;
10;39246;1;1081;1;13198;30102023;4122023;36978;1980,51;67340504672
11;39246;1500000;0;1980,51;;;;;;
10;39247;1;1101;1;12728;20102023;4122023;36979;32533,83;4966623685
11;39247;1500000;0;32533,83;;;;;;
10;39248;1;1201;1;3357;15032023;4122023;36980;17638,99;70966290682
11;39248;1500000;0;17638,99;;;;;;
10;39250;1;1243;1;1922;26012023;4122023;36985;175634,82;66012309600
11;39250;2500000;0;175634,82;;;;;;
10;39873;1;1151;1;13496;10112023;4122023;36987;17076,19;18606121649
11;39873;1500000;0;17076,19;;;;;;
10;39255;1;1081;1;14792;4122023;4122023;36988;8030,68;67340504672
11;39255;1501000;0;8030,68;;;;;;
10;39847;1;1151;1;8168;29062023;7122023;37637;3868,27;18606121649
11;39847;1754000;0;3868,27;;;;;;
10;39845;1;1151;1;11294;21092023;7122023;37626;285737,05;18606121649
11;39845;2754000;0;285737,05;;;;;;
10;39844;1;1151;1;11833;27092023;7122023;37629;577609,38;18606121649
11;39844;1754000;0;577609,38;;;;;;
10;39848;1;1151;1;11278;21092023;7122023;37637;25502,77;18606121649
11;39848;1754000;0;25502,77;;;;;;
10;39849;1;1102;1;11668;25092023;7122023;37639;4555,00;4966623685
11;39849;2500000;0;4555;;;;;;
10;39853;1;1131;1;11223;21092023;7122023;37640;474,19;1463827652
11;39853;1600000;3110;474,19;;;;;;
10;39851;1;1151;1;4658;30032023;7122023;37643;2035,12;18606121649
11;39851;1500000;0;2035,12;;;;;;
10;39854;1;1102;1;11668;25092023;7122023;37648;2454,00;4966623685
11;39854;2500000;0;2454;;;;;;
10;39858;1;1131;1;3983;22032023;7122023;37654;8376,71;1463827652
11;39858;1600000;0;8376,71;;;;;;
10;39857;1;1131;1;8239;30062023;7122023;37654;15570,62;1463827652
11;39857;1600000;0;15570,62;;;;;;
10;41123;1;1081;1;11457;22092023;7122023;37658;4960,32;67340504672
11;41123;1500000;0;4960,32;;;;;;
10;39863;1;1151;1;9123;27072023;7122023;37660;5235,41;18606121649
11;39863;1500000;0;5235,41;;;;;;
10;39865;1;1151;1;11276;21092023;7122023;37662;14314,08;18606121649
11;39865;1500000;0;14314,08;;;;;;
10;39868;1;1151;1;9123;27072023;7122023;37663;2386,16;18606121649
11;39868;1500000;0;2386,16;;;;;;
10;39874;1;1241;1;13695;16112023;8122023;37670;1999,98;66012309600
11;39874;1500000;0;1999,98;;;;;;
10;39875;1;1131;1;12171;4102023;8122023;37671;20528,02;1463827652
11;39875;1621000;0;20528,02;;;;;;
10;39876;1;1131;1;13166;27102023;8122023;37673;3413,50;1463827652
11;39876;1500000;1002;3413,5;;;;;;
10;39877;1;1081;1;11219;21092023;8122023;37675;267,27;67340504672
11;39877;1500000;0;267,27;;;;;;
10;39878;1;1081;1;11219;21092023;8122023;37677;2301,96;67340504672
11;39878;1500000;0;2301,96;;;;;;
10;39883;1;1081;1;11219;21092023;7122023;37678;58277,26;67340504672
11;39883;1500000;0;58277,26;;;;;;
10;39882;1;1131;1;13119;26102023;8122023;37679;34000,00;1463827652
11;39882;1600000;0;34000;;;;;;
10;39884;1;1041;1;14909;7122023;8122023;37681;333989,02;7080739640
11;39884;1501000;0;333989,02;;;;;;
10;39885;1;1081;1;11219;21092023;8122023;37682;51376,72;67340504672
11;39885;1500000;0;51376,72;;;;;;
10;39886;1;1131;1;12361;11102023;8122023;37683;35294,40;1463827652
11;39886;1600000;0;35294,4;;;;;;
10;39887;1;1151;1;8206;30062023;8122023;37685;962458,70;18606121649
11;39887;2701000;0;962458,7;;;;;;
10;39888;1;1131;1;11244;21092023;8122023;37688;2633,18;1463827652
11;39888;1600000;0;2633,18;;;;;;
10;39889;1;1151;1;8207;30062023;8122023;37689;54294,63;18606121649
11;39889;1500000;0;54294,63;;;;;;
10;39890;1;1241;1;14079;23112023;8122023;37690;900,00;66012309600
11;39890;1500000;0;900;;;;;;
10;39891;1;1021;1;14913;8122023;8122023;37694;1110,00;35474181604
11;39891;1500000;0;1110;;;;;;
10;39892;1;1131;1;10865;18092023;8122023;37695;4493,38;1463827652
11;39892;1600000;0;4493,38;;;;;;
10;39893;1;1041;1;14912;7122023;8122023;37696;6816,10;7080739640
11;39893;1501000;0;6816,1;;;;;;
10;39897;1;1151;1;9543;9082023;8122023;37701;80461,55;18606121649
11;39897;2701000;0;80461,55;;;;;;
10;39898;1;1021;1;14914;8122023;8122023;37702;1110,00;35474181604
11;39898;1500000;0;1110;;;;;;
10;39899;1;1131;1;11042;19092023;8122023;37704;17973,52;1463827652
11;39899;1600000;0;17973,52;;;;;;
10;39900;1;1131;1;11899;28092023;8122023;37707;19100,00;1463827652
11;39900;1600000;0;19100;;;;;;
10;39908;1;1102;1;14908;7122023;8122023;37709;83241,43;4966623685
11;39908;2706000;3110;83241,43;;;;;;
10;39902;1;1151;1;9544;9082023;8122023;37710;4539,03;18606121649
11;39902;1500000;0;4539,03;;;;;;
10;39903;1;1031;1;14915;8122023;8122023;37715;360,00;8498073600
11;39903;2500000;0;360;;;;;;
10;39904;1;1131;1;11987;29092023;8122023;37716;49230,46;1463827652
11;39904;2621000;0;49230,46;;;;;;
10;39905;1;1081;1;11440;22092023;8122023;37718;20924,53;67340504672
11;39905;1500000;0;20924,53;;;;;;
10;39906;1;1131;1;8090;28062023;8122023;37719;61627,92;1463827652
11;39906;2710000;3210;61627,92;;;;;;
10;39909;1;1131;1;11324;21092023;8122023;37721;2848,68;1463827652
11;39909;1600000;0;2848,68;;;;;;
10;39910;1;1151;1;7365;20062023;8122023;37723;44068,12;18606121649
11;39910;1754000;0;44068,12;;;;;;
10;39912;1;1041;1;14916;8122023;8122023;37730;20,15;7080739640
11;39912;1501000;0;20,15;;;;;;
10;39913;1;1131;1;11366;22092023;8122023;37731;3172,33;1463827652
11;39913;1600000;0;3172,33;;;;;;
10;39914;1;1131;1;11328;22092023;8122023;37734;3173,31;1463827652
11;39914;1600000;0;3173,31;;;;;;
10;39915;1;1131;1;11831;27092023;8122023;37735;164,40;1463827652
11;39915;1500000;1002;164,4;;;;;;
10;39918;1;1131;1;10989;19092023;8122023;37741;3931,70;1463827652
11;39918;1600000;0;3931,7;;;;;;
10;39919;1;1131;1;10862;18092023;8122023;37743;7863,42;1463827652
11;39919;1600000;0;7863,42;;;;;;
10;39920;1;1081;1;12307;10102023;8122023;37744;5793,68;67340504672
11;39920;2500000;0;5793,68;;;;;;
10;39922;1;1131;1;11035;19092023;8122023;37747;16288,51;1463827652
11;39922;1600000;0;16288,51;;;;;;
10;39924;1;1081;1;14918;8122023;8122023;37750;125,37;67340504672
11;39924;1501000;0;125,37;;;;;;
10;39923;1;1081;1;14917;8122023;8122023;37750;310000,00;67340504672
11;39923;1501000;0;310000;;;;;;
10;39925;1;1123;1;7368;20062023;8122023;37751;12817,79;29703905668
11;39925;1500000;1001;12817,79;;;;;;
10;39926;1;1123;1;12691;20102023;8122023;37751;22139,83;29703905668
11;39926;1500000;1001;22139,83;;;;;;
10;39927;1;1131;1;10844;18092023;8122023;37752;4080,00;1463827652
11;39927;1600000;0;4080;;;;;;
10;39928;1;1081;1;7963;26062023;8122023;37756;15538,07;67340504672
11;39928;2501000;0;15538,07;;;;;;
10;39929;1;1081;1;11466;22092023;8122023;37757;70330,37;67340504672
11;39929;1501000;0;70330,37;;;;;;
10;39930;1;1131;1;10984;19092023;8122023;37758;1020,00;1463827652
11;39930;1600000;0;1020;;;;;;
10;39931;1;1131;1;11578;22092023;8122023;37759;493,20;1463827652
11;39931;1500000;1002;493,2;;;;;;
10;39932;1;1131;1;11331;22092023;8122023;37763;1666,68;1463827652
11;39932;1600000;0;1666,68;;;;;;
10;39933;1;1104;1;10669;13092023;8122023;37764;72000,00;4966623685
11;39933;2500000;0;72000;;;;;;
10;39934;1;1131;1;11336;22092023;8122023;37765;2344,29;1463827652
11;39934;1600000;0;2344,29;;;;;;
10;40626;1;1241;1;9158;31072023;18122023;38490;14599,64;66012309600
11;40626;1500000;0;14599,64;;;;;;
10;41076;1;1131;1;12100;2102023;13122023;38480;607,90;1463827652
11;41076;1600000;0;607,9;;;;;;
10;40464;1;1123;1;15055;13122023;13122023;38486;5711,55;29703905668
11;40464;1500000;1001;5711,55;;;;;;
10;40465;1;1151;1;12429;17102023;13122023;38487;2320340,05;18606121649
11;40465;2710010;0;2320340,05;;;;;;
10;40468;1;1123;1;15060;13122023;13122023;38492;48071,14;29703905668
11;40468;1500000;1001;48071,14;;;;;;
10;40471;1;1123;1;15062;13122023;13122023;38493;111358,29;29703905668
11;40471;1500000;1001;111358,29;;;;;;
10;40472;1;1123;1;15064;13122023;13122023;38494;7917,07;29703905668
11;40472;1500000;1001;7917,07;;;;;;
10;40473;1;1071;1;12264;9102023;13122023;38495;1487,40;31196098620
11;40473;1500000;0;1487,4;;;;;;
10;40474;1;1071;1;12265;9102023;13122023;38495;200,00;31196098620
11;40474;1500000;0;200;;;;;;
10;40479;1;1071;1;12270;9102023;13122023;38495;300,00;31196098620
11;40479;1500000;0;300;;;;;;
10;40478;1;1071;1;12269;9102023;13122023;38495;177,18;31196098620
11;40478;1500000;0;177,18;;;;;;
10;40475;1;1071;1;12266;9102023;13122023;38495;324,80;31196098620
11;40475;1500000;0;324,8;;;;;;
10;40476;1;1071;1;12267;9102023;13122023;38495;1248,00;31196098620
11;40476;1500000;0;1248;;;;;;
10;40477;1;1071;1;12268;9102023;13122023;38495;300,00;31196098620
11;40477;1500000;0;300;;;;;;
10;40480;1;1131;1;15022;13122023;13122023;38496;1336,50;1463827652
11;40480;2500000;1002;1336,5;;;;;;
10;40967;1;1061;1;12405;16102023;18122023;38497;16001,28;1263146678
11;40967;1500000;0;16001,28;;;;;;
10;40968;1;1061;1;12405;16102023;18122023;38498;16001,28;1263146678
11;40968;1500000;0;16001,28;;;;;;
10;40484;1;1061;1;12405;16102023;13122023;38499;10000,00;1263146678
11;40484;1500000;0;10000;;;;;;
10;40485;1;1061;1;12405;16102023;13122023;38500;5000,00;1263146678
11;40485;1500000;0;5000;;;;;;
10;40486;1;1061;1;12405;16102023;13122023;38501;10000,00;1263146678
11;40486;1500000;0;10000;;;;;;
10;40487;1;1061;1;12405;16102023;13122023;38502;10000,00;1263146678
11;40487;1500000;0;10000;;;;;;
10;40488;1;1061;1;12405;16102023;13122023;38503;10000,00;1263146678
11;40488;1500000;0;10000;;;;;;
10;40489;1;1061;1;12405;16102023;13122023;38504;10000,00;1263146678
11;40489;1500000;0;10000;;;;;;
10;40490;1;1061;1;12405;16102023;13122023;38505;7058,88;1263146678
11;40490;1500000;0;7058,88;;;;;;
10;40491;1;1061;1;12405;16102023;13122023;38506;16470,72;1263146678
11;40491;1500000;0;16470,72;;;;;;
10;40492;1;1061;1;12405;16102023;13122023;38507;5000,00;1263146678
11;40492;1500000;0;5000;;;;;;
10;40494;1;1061;1;12405;16102023;13122023;38508;5000,00;1263146678
11;40494;1500000;0;5000;;;;;;
10;40495;1;1061;1;9820;16082023;13122023;38509;1993,29;1263146678
11;40495;2500000;0;1993,29;;;;;;
10;40718;1;1131;1;15046;13122023;14122023;38511;39285,51;1463827652
11;40718;1600000;0;39285,51;;;;;;
10;40719;1;1131;1;15050;13122023;14122023;38511;1270,03;1463827652
11;40719;1600000;0;1270,03;;;;;;
10;40720;1;1131;1;15051;13122023;14122023;38511;33333,33;1463827652
11;40720;1600000;0;33333,33;;;;;;
10;40717;1;1131;1;15044;13122023;14122023;38511;300,00;1463827652
11;40717;1600000;0;300;;;;;;
10;40722;1;1131;1;15059;13122023;14122023;38511;157839,11;1463827652
11;40722;1600000;0;157839,11;;;;;;
10;40721;1;1131;1;15052;13122023;14122023;38511;166666,67;1463827652
11;40721;1600000;0;166666,67;;;;;;
10;40502;1;1041;1;15066;13122023;14122023;38512;6355,29;7080739640
11;40502;1501000;0;6355,29;;;;;;
10;40503;1;1131;1;13158;27102023;14122023;38513;496,25;1463827652
11;40503;1500000;1002;496,25;;;;;;
10;40505;1;1151;1;11278;21092023;14122023;38516;30219,33;18606121649
11;40505;1754000;0;30219,33;;;;;;
10;40508;1;1181;1;15057;13122023;14122023;38519;395075,67;2582914606
11;40508;1711000;0;395075,67;;;;;;
10;40514;1;1151;1;11279;21092023;14122023;38524;1101,94;18606121649
11;40514;1500000;0;1101,94;;;;;;
10;40513;1;1151;1;4658;30032023;14122023;38524;991,96;18606121649
11;40513;1500000;0;991,96;;;;;;
10;40515;1;1123;1;15067;14122023;14122023;38525;6000,00;29703905668
11;40515;1500000;1001;6000;;;;;;
10;40517;1;1131;1;8516;6072023;14122023;38529;305,62;1463827652
11;40517;1600000;0;305,62;;;;;;
10;40518;1;1181;1;15058;13122023;14122023;38530;279848,88;2582914606
11;40518;2500000;0;279848,88;;;;;;
10;40521;1;1151;1;9123;27072023;14122023;38533;5386,62;18606121649
11;40521;1500000;0;5386,62;;;;;;
10;40529;1;1131;1;12097;2102023;14122023;38542;182,15;1463827652
11;40529;1600000;0;182,15;;;;;;
10;40533;1;1041;1;15068;14122023;14122023;38547;935,99;7080739640
11;40533;1501000;0;935,99;;;;;;
10;40535;1;1131;1;11332;22092023;14122023;38549;1515,49;1463827652
11;40535;1600000;0;1515,49;;;;;;
10;40544;1;1131;1;11472;22092023;14122023;38560;2978,84;1463827652
11;40544;1600000;0;2978,84;;;;;;
10;40545;1;1041;1;15069;14122023;14122023;38563;20609,48;7080739640
11;40545;1501000;0;20609,48;;;;;;
10;40555;1;1071;1;6838;6062023;14122023;38569;6408,16;31196098620
11;40555;1500000;0;6408,16;;;;;;
10;40549;1;1131;1;8422;4072023;14122023;38570;52463,00;1463827652
11;40549;1500000;1002;52463;;;;;;
10;40551;1;1131;1;8422;4072023;14122023;38574;4240,00;1463827652
11;40551;1500000;1002;4240;;;;;;
10;40880;1;1131;1;10991;19092023;14122023;38575;39210,20;1463827652
11;40880;1600000;0;39210,2;;;;;;
10;40553;1;1131;1;12522;19102023;14122023;38576;72109,87;1463827652
11;40553;1600000;3110;72109,87;;;;;;
10;40554;1;1171;1;11898;28092023;14122023;38579;82685,22;7763215607
11;40554;2500000;0;82685,22;;;;;;
10;40556;1;1171;1;11921;28092023;14122023;38581;126456,39;7763215607
11;40556;2500000;0;126456,39;;;;;;
10;40845;1;1131;1;4216;23032023;14122023;38588;2700,00;1463827652
11;40845;1600000;0;2700;;;;;;
10;40561;1;1081;1;8055;26062023;14122023;38595;30000,00;67340504672
11;40561;1500000;0;30000;;;;;;
10;40562;1;1071;1;7800;23062023;14122023;38596;221171,13;31196098620
11;40562;1500000;0;221171,13;;;;;;
10;40563;1;1071;1;11848;27092023;14122023;38596;223674,86;31196098620
11;40563;1500000;0;223674,86;;;;;;
10;41464;1;1131;1;8114;28062023;14122023;38598;11834,71;1463827652
11;41464;1500000;1002;11834,71;;;;;;
10;40568;1;1181;1;15053;13122023;14122023;38599;105635,17;2582914606
11;40568;1500000;0;105635,17;;;;;;
10;40569;1;1181;1;15054;13122023;14122023;38600;9590,44;2582914606
11;40569;1500000;0;9590,44;;;;;;
10;39257;1;1081;1;13379;6112023;4122023;36992;49858,11;67340504672
11;39257;2501000;0;49858,11;;;;;;
10;39254;1;1081;1;11395;22092023;4122023;36988;106792,40;67340504672
11;39254;1501000;0;106792,4;;;;;;
10;39253;1;1081;1;14791;4122023;4122023;36988;9086,46;67340504672
11;39253;1501000;0;9086,46;;;;;;
10;39256;1;1181;1;13720;16112023;4122023;36989;47147,60;2582914606
11;39256;1500000;0;47147,6;;;;;;
10;39258;1;1081;1;11396;22092023;4122023;36993;512742,54;67340504672
11;39258;1500000;0;512742,54;;;;;;
10;39259;1;1081;1;11397;22092023;4122023;36994;513925,67;67340504672
11;39259;1501000;0;513925,67;;;;;;
10;39260;1;1081;1;11398;22092023;4122023;36995;432692,39;67340504672
11;39260;1501000;0;432692,39;;;;;;
10;39261;1;1241;1;12443;17102023;4122023;36996;8900,00;66012309600
11;39261;2500000;0;8900;;;;;;
10;39262;1;1201;1;1553;11012023;4122023;36999;28068,18;70966290682
11;39262;1754000;0;28068,18;;;;;;
10;39264;1;1151;1;10778;15092023;4122023;37002;2600,00;18606121649
11;39264;1500000;0;2600;;;;;;
10;39266;1;1131;1;7165;15062023;4122023;37003;32111,68;1463827652
11;39266;2621000;0;32111,68;;;;;;
10;39268;1;1131;1;7112;15062023;4122023;37005;34682,81;1463827652
11;39268;1600000;0;34682,81;;;;;;
10;39269;1;1131;1;10981;19092023;4122023;37005;515,99;1463827652
11;39269;1600000;0;515,99;;;;;;
10;39273;1;1051;1;12357;11102023;4122023;37008;17136,00;5821781698
11;39273;1500000;0;17136;;;;;;
10;39274;1;1051;1;10145;24082023;4122023;37009;556,22;5821781698
11;39274;1500000;0;556,22;;;;;;
10;39277;1;1131;1;13874;17112023;4122023;37010;2934943,74;1463827652
11;39277;1500000;1002;2934943,74;;;;;;
10;39278;1;1131;1;14767;1122023;4122023;37011;1000000,00;1463827652
11;39278;1500000;1002;1000000;;;;;;
10;39279;1;1123;1;14799;4122023;4122023;37012;1956,19;29703905668
11;39279;1540000;1070;1956,19;;;;;;
10;39280;1;1071;1;11935;28092023;4122023;37013;1561494,84;31196098620
11;39280;1500000;0;1561494,84;;;;;;
10;39633;1;1123;1;10411;1092023;6122023;37014;1942,76;29703905668
11;39633;1550000;0;1942,76;;;;;;
10;39635;1;1123;1;10996;19092023;6122023;37014;249015,26;29703905668
11;39635;1550000;0;249015,26;;;;;;
10;39637;1;1123;1;11000;19092023;6122023;37014;165290,01;29703905668
11;39637;1550000;0;165290,01;;;;;;
10;39636;1;1123;1;10998;19092023;6122023;37014;427085,22;29703905668
11;39636;1550000;0;427085,22;;;;;;
10;39634;1;1123;1;10968;18092023;6122023;37014;100000,00;29703905668
11;39634;1550000;0;100000;;;;;;
10;39287;1;1081;1;7917;26062023;4122023;37015;1280,72;67340504672
11;39287;2500000;0;1280,72;;;;;;
10;39288;1;1071;1;2204;6022023;4122023;37016;16746,25;31196098620
11;39288;2500000;0;16746,25;;;;;;
10;39290;1;1131;1;12531;19102023;4122023;37017;987,68;1463827652
11;39290;2621000;0;987,68;;;;;;
10;39291;1;1131;1;13772;16112023;4122023;37017;147810,00;1463827652
11;39291;2621000;0;147810;;;;;;
10;39292;1;1131;1;14794;4122023;4122023;37017;135970,86;1463827652
11;39292;2621000;0;135970,86;;;;;;
10;39293;1;1201;1;6157;22052023;4122023;37018;424489,74;70966290682
11;39293;2500000;0;424489,74;;;;;;
10;39296;1;1131;1;13151;27102023;4122023;37022;7307,87;1463827652
11;39296;2621000;0;7307,87;;;;;;
10;39295;1;1131;1;14796;4122023;4122023;37022;47949,31;1463827652
11;39295;2621000;0;47949,31;;;;;;
10;39294;1;1131;1;13871;17112023;4122023;37022;63000,00;1463827652
11;39294;2621000;0;63000;;;;;;
10;39297;1;1081;1;7911;26062023;4122023;37026;1280,72;67340504672
11;39297;1500000;0;1280,72;;;;;;
10;39298;1;1123;1;11044;19092023;4122023;37028;56560,70;29703905668
11;39298;1500000;1001;56560,7;;;;;;
10;39300;1;1181;1;4949;13042023;4122023;37029;131950,01;2582914606
11;39300;1500000;0;131950,01;;;;;;
10;39301;1;1131;1;9630;11082023;4122023;37030;1504,95;1463827652
11;39301;1600000;0;1504,95;;;;;;
10;39302;1;1081;1;7923;26062023;4122023;37035;1280,72;67340504672
11;39302;2500000;0;1280,72;;;;;;
10;39757;1;1131;1;9628;11082023;4122023;37036;300,99;1463827652
11;39757;1500000;1002;300,99;;;;;;
10;39304;1;1181;1;5127;19042023;4122023;37039;109035,80;2582914606
11;39304;1500000;0;109035,8;;;;;;
10;39308;1;1081;1;7921;26062023;4122023;37040;2095,72;67340504672
11;39308;2500000;0;2095,72;;;;;;
10;39309;1;1071;1;11884;28092023;4122023;37041;35044,24;31196098620
11;39309;1500000;0;35044,24;;;;;;
10;39310;1;1081;1;7916;26062023;4122023;37043;640,36;67340504672
11;39310;2500000;0;640,36;;;;;;
10;39311;1;1061;1;13730;16112023;4122023;37044;649058,21;1263146678
11;39311;2718000;0;649058,21;;;;;;
10;39312;1;1181;1;6640;31052023;4122023;37046;134069,83;2582914606
11;39312;1500000;0;134069,83;;;;;;
10;39313;1;1071;1;555;2012023;4122023;37047;255,76;31196098620
11;39313;1500000;0;255,76;;;;;;
10;39314;1;1071;1;4510;29032023;4122023;37047;55,60;31196098620
11;39314;1500000;0;55,6;;;;;;
10;39315;1;1061;1;12406;16102023;4122023;37048;46650,99;1263146678
11;39315;2718000;0;46650,99;;;;;;
10;39316;1;1081;1;344;2012023;4122023;37049;174,64;67340504672
11;39316;1500000;0;174,64;;;;;;
10;39326;1;1071;1;13643;14112023;4122023;37051;265,77;31196098620
11;39326;1500000;0;265,77;;;;;;
10;39318;1;1081;1;11599;22092023;4122023;37052;2561,44;67340504672
11;39318;1500000;0;2561,44;;;;;;
10;39321;1;1081;1;11602;22092023;4122023;37054;565,83;67340504672
11;39321;1500000;0;565,83;;;;;;
10;39320;1;1081;1;7931;26062023;4122023;37055;1297,02;67340504672
11;39320;2500000;0;1297,02;;;;;;
10;39322;1;1181;1;6660;31052023;4122023;37056;146569,85;2582914606
11;39322;1500000;0;146569,85;;;;;;
10;39329;1;1123;1;7420;20062023;5122023;37060;14336,00;29703905668
11;39329;1500000;1001;14336;;;;;;
10;39332;1;1106;1;4122;22032023;5122023;37061;27173,00;4966623685
11;39332;1500000;0;27173;;;;;;
10;39475;1;1131;1;14779;4122023;5122023;37066;2157,60;1463827652
11;39475;1500000;1002;2157,6;;;;;;
10;39334;1;1061;1;14801;5122023;5122023;37068;580,00;31196098620
11;39334;1500000;0;580;;;;;;
10;39335;1;1131;1;6410;29052023;5122023;37069;877,10;1463827652
11;39335;2621000;0;877,1;;;;;;
10;39336;1;1041;1;14800;5122023;5122023;37070;193,98;7080739640
11;39336;1501000;0;193,98;;;;;;
10;39474;1;1131;1;14783;4122023;5122023;37071;1115,40;1463827652
11;39474;1500000;1002;1115,4;;;;;;
10;39338;1;1106;1;4122;22032023;5122023;37073;273,89;4966623685
11;39338;1500000;0;273,89;;;;;;
10;39339;1;1131;1;14795;4122023;5122023;37074;49,50;1463827652
11;39339;2600000;0;49,5;;;;;;
10;39340;1;1041;1;10614;12092023;5122023;37075;9467,14;7080739640
11;39340;1500000;0;9467,14;;;;;;
10;40054;1;1107;1;10671;13092023;11122023;37781;142603,21;4966623685
11;40054;2500000;0;142603,21;;;;;;
10;39935;1;1151;1;11270;21092023;8122023;37766;51067,62;18606121649
11;39935;2701000;0;51067,62;;;;;;
10;39989;1;1104;1;10982;19092023;8122023;37770;70000,00;4966623685
11;39989;2500000;0;70000;;;;;;
10;39941;1;1131;1;11337;22092023;8122023;37771;1983,60;1463827652
11;39941;1600000;0;1983,6;;;;;;
10;39948;1;1211;1;14635;28112023;8122023;37782;74811,54;501953604
11;39948;1500000;0;74811,54;;;;;;
10;39949;1;1251;1;11204;20092023;8122023;37784;36212,50;6955551620
11;39949;1500000;0;36212,5;;;;;;
10;39950;1;1131;1;10493;5092023;8122023;37785;22525,00;1463827652
11;39950;2600000;0;22525;;;;;;
10;39951;1;1251;1;11204;20092023;8122023;37786;23944,67;6955551620
11;39951;1500000;0;23944,67;;;;;;
10;39952;1;1102;1;13153;27102023;8122023;37788;393150,19;4966623685
11;39952;2500000;0;393150,19;;;;;;
10;39953;1;1151;1;6381;26052023;8122023;37789;3625,80;18606121649
11;39953;2701000;0;3625,8;;;;;;
10;39954;1;1251;1;7226;16062023;8122023;37790;7173,00;6955551620
11;39954;1500000;0;7173;;;;;;
10;39955;1;1251;1;7226;16062023;8122023;37792;2978,58;6955551620
11;39955;1500000;0;2978,58;;;;;;
10;39956;1;1131;1;11226;21092023;8122023;37797;3866,57;1463827652
11;39956;1600000;0;3866,57;;;;;;
10;39957;1;1131;1;11115;19092023;8122023;37801;1933,28;1463827652
11;39957;1600000;0;1933,28;;;;;;
10;39958;1;1131;1;10826;15092023;8122023;37803;644,43;1463827652
11;39958;1600000;0;644,43;;;;;;
10;39960;1;1031;1;14919;8122023;8122023;37805;7317,17;31196098620
11;39960;2500000;0;7317,17;;;;;;
10;39959;1;1031;1;14920;8122023;8122023;37805;400,00;31196098620
11;39959;2500000;0;400;;;;;;
10;39961;1;1131;1;11119;19092023;8122023;37806;4508,00;1463827652
11;39961;1600000;0;4508;;;;;;
10;39964;1;1131;1;11120;19092023;8122023;37809;7471,04;1463827652
11;39964;1600000;0;7471,04;;;;;;
10;39965;1;1131;1;10860;18092023;8122023;37814;5500,00;1463827652
11;39965;2621000;0;5500;;;;;;
10;39966;1;1131;1;11122;19092023;8122023;37816;4739,72;1463827652
11;39966;1600000;0;4739,72;;;;;;
10;39967;1;1131;1;11123;19092023;8122023;37818;7301,74;1463827652
11;39967;1600000;0;7301,74;;;;;;
10;39968;1;1131;1;11124;19092023;8122023;37820;4389,45;1463827652
11;39968;1600000;0;4389,45;;;;;;
10;39969;1;1131;1;10858;18092023;8122023;37822;109990,00;1463827652
11;39969;2621000;0;109990;;;;;;
10;39970;1;1131;1;10993;19092023;8122023;37824;17546,88;1463827652
11;39970;1600000;0;17546,88;;;;;;
10;39971;1;1131;1;10990;19092023;8122023;37826;35000,00;1463827652
11;39971;1600000;0;35000;;;;;;
10;39973;1;1131;1;10986;19092023;8122023;37828;18909,41;1463827652
11;39973;1600000;0;18909,41;;;;;;
10;39974;1;1131;1;11904;28092023;8122023;37830;2037,88;1463827652
11;39974;1600000;0;2037,88;;;;;;
10;39975;1;1131;1;12259;6102023;8122023;37832;70000,00;1463827652
11;39975;1500000;1002;70000;;;;;;
10;39976;1;1131;1;11684;25092023;8122023;37834;11326,32;1463827652
11;39976;1500000;1002;11326,32;;;;;;
10;39977;1;1131;1;11484;22092023;8122023;37836;7416,00;1463827652
11;39977;1600000;0;7416;;;;;;
10;39978;1;1131;1;11900;28092023;8122023;37838;35587,07;1463827652
11;39978;1600000;0;35587,07;;;;;;
10;39979;1;1131;1;8520;6072023;8122023;37842;2446,50;1463827652
11;39979;1500000;1002;2446,5;;;;;;
10;39980;1;1113;1;5872;15052023;8122023;37843;1327,43;27870316687
11;39980;1500000;0;1327,43;;;;;;
10;39981;1;1131;1;11893;28092023;8122023;37844;9261,85;1463827652
11;39981;1600000;0;9261,85;;;;;;
10;40033;1;1123;1;8721;18072023;8122023;37847;10363,74;29703905668
11;40033;2500000;1001;10363,74;;;;;;
10;40032;1;1123;1;8719;18072023;8122023;37847;15545,57;29703905668
11;40032;2500000;1001;15545,57;;;;;;
10;39984;1;1113;1;5873;15052023;8122023;37848;2158,27;27870316687
11;39984;1500000;0;2158,27;;;;;;
10;39985;1;1131;1;11980;29092023;8122023;37853;17840,00;1463827652
11;39985;2621000;0;17840;;;;;;
10;39986;1;1151;1;8708;18072023;8122023;37854;32215,35;18606121649
11;39986;1500000;0;32215,35;;;;;;
10;39987;1;1151;1;11216;21092023;8122023;37854;339799,74;18606121649
11;39987;1500000;0;339799,74;;;;;;
10;39988;1;1113;1;11738;26092023;8122023;37855;4094,43;27870316687
11;39988;1500000;0;4094,43;;;;;;
10;39990;1;1113;1;5875;15052023;8122023;37858;3005,12;27870316687
11;39990;1500000;0;3005,12;;;;;;
10;39991;1;1113;1;11747;26092023;8122023;37860;9399,27;27870316687
11;39991;1500000;0;9399,27;;;;;;
10;39995;1;1131;1;11977;29092023;8122023;37861;21414,40;1463827652
11;39995;1500000;1002;21414,4;;;;;;
10;39996;1;1151;1;8130;29062023;8122023;37862;1034997,01;18606121649
11;39996;1500000;0;1034997,01;;;;;;
10;39997;1;1113;1;11753;26092023;8122023;37864;10168,88;27870316687
